record_num,mode,Rope_S,Touch_S,cur_pos_abs,cur_vel,cur_acc
560,3,444,8,1959559818.0,10.305403216139,0.23842951653837902
561,3,443,8,1959564044.0,10.033470340767575,-0.6456295408705244
562,3,443,9,1959570405.0,14.703757367869937,10.795593033300381
563,3,443,9,1959574676.0,10.098580745250578,-10.888725818230377
564,3,443,9,1959578951.0,10.405437325905293,0.746895185507425
565,3,443,9,1959583257.0,10.320974355106006,-0.20244778345924386
566,3,443,9,1959587585.0,10.493639928319556,0.4186437969777934
567,3,443,9,1959591926.0,9.91206579781153,-1.327943111702506
568,3,442,9,1959598502.0,8.832224737496414,-6.192266197885915
569,3,442,9,1959602903.0,15.634057681036673,24.16274677938738
570,3,442,9,1959607326.0,9.861999145181011,-12.870005956713383
571,3,442,9,1959611784.0,10.87294716055126,2.4656761671567677
572,3,441,9,1959616264.0,10.599324187725632,-0.6473702219169796
573,3,441,9,1959620766.0,11.028359191683213,1.0509889225787294
574,3,441,8,1959625311.0,11.07805188284519,0.12112171856778263
575,3,441,8,1959629866.0,10.24949287553648,-1.8643928962397778
576,3,441,8,1959639011.0,8.82869639548748,-30.408219412607817
577,3,441,8,1959641303.0,8.04194810774636,-2.7604663629460657
578,3,441,8,1959645891.0,11.032832675151932,7.192225148840418
579,3,440,8,1959652831.0,15.791498811913417,10.828021706766801
580,3,440,8,1959659793.0,9.34700766902892,-7.632189778477222
581,3,440,8,1959662126.0,7.865373548750101,-4.995116081683091
582,3,440,8,1959666801.0,10.81960558406445,6.8371391285367284
583,3,439,8,1959673843.0,16.86246218771409,14.469957538315885
584,3,439,7,1959678582.0,11.36726904723779,-13.181122366391573
585,3,439,7,1959685718.0,8.246838450123661,-11.701220545341627
586,3,439,7,1959692918.0,9.728033589966232,-29.148093379743056
587,3,439,7,1959695324.0,8.344906494666336,-4.797201280347917
588,3,439,7,1959704985.0,17.998417749424064,24.123049944376476
589,3,439,7,1959712248.0,17.50065845782717,33.24950931507423
590,3,439,7,1959717126.0,8.998058831590969,-1.0576648000333346
591,3,439,7,1959722009.0,16.717644626561096,26.429099321023905
592,3,439,7,1959726913.0,11.827305397044448,-11.79435880151722
593,3,439,7,1959731836.0,12.035765092096058,0.5096428845848391
594,3,439,9,1959736759.0,11.040829104908566,-2.2313463751494216
595,3,439,9,1959741710.0,12.03058867041307,2.405047508622795
596,3,440,9,1959746687.0,11.82655430740468,-0.4848349356430503
597,3,440,9,1959751682.0,12.224616921461081,0.9742068003193031
598,3,440,9,1959756707.0,12.137274748056436,-0.2109643692944404
599,3,440,9,1959761739.0,12.275773703251323,0.3378739729946695
600,3,441,9,1959769286.0,15.814554500399682,7.415428883194719
601,3,441,9,1959774320.0,11.918111501467601,-9.22491897504675
602,3,441,9,1959779367.0,11.535421659855048,-0.8746757852078347
603,3,441,9,1959784436.0,12.009787593063324,1.1238970406819204
604,3,444,9,1959789511.0,12.36341569379102,0.8614879232122754
